,sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,bonus,pctaff,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type2,status2,date2,ncalls2,empft2,emppt2,nmgrs2,wage_st2,inctime2,firstin2,special2,meals2,open2r,hrsopen2,psoda2,pfry2,pentree2,nregs2,nregs112,full_time_employees_before,full_time_employees_after
205,73,2,0,1,0,0,1,0,0,0,1,0,7,3,4.25,NA,0.75,0,40,3,11,12,1.06,1.06,2.45,3,2,1,1,111792,2,14,0,3,5.05,4,0.05,0,2,11,11,1.05,1.05,2.43,3,NA,6.5,17
206,75,2,0,1,0,0,1,0,0,0,0,3,15,3,4.25,4,0.25,0,0,2,11,11,1.17,1.27,2.77,3,3,1,1,111292,NA,4,11,3,5.05,6,0.25,1,2,11,11,1.16,1.16,2.75,3,3,13.5,12.5
207,76,3,1,1,0,0,1,0,0,0,0,8,32,4,4.25,26,0.2,0,50,2,6,17,1.12,1.02,1.02,6,3,1,1,111392,NA,25,15,6,5.05,13,0.15,1,2,6.5,16.5,1.11,1.06,1.05,6,3,28,38.5
208,79,3,1,1,0,0,1,0,0,0,4,6,25,3,4.5,26,0.15,0,30,2,6,17,1.17,1.02,1.06,5,4,1,1,111392,NA,8,18,3,5.05,41,0.13,0,2,7,16,1.11,1.06,1.05,5,4,21.5,20
209,80,4,0,1,0,0,1,0,0,0,1,4.5,20,NA,4.25,26,0.25,0,90,2,10.5,11.5,1.06,0.98,1.06,2,2,1,1,111492,2,11,14,3,5.05,13,0.1,0,2,10.5,12.5,1.12,0.98,0.99,2,1,NA,21
210,84,1,0,1,0,1,0,0,0,0,3,4,30,5,4.5,26,0.15,0,50,2,7,16,1.04,0.85,0.91,4,2,1,1,111692,NA,12,30,5,5.05,52,0.2,0,2,7,16,1.05,0.9,0.94,3,3,24,32
211,86,1,0,1,0,1,0,0,0,0,1,11,11,4,4.25,13,0.25,0,NA,3,7,15,1.06,0.94,1.1,3,3,1,1,111092,NA,9,12,4,5.05,4,0.13,0,3,7,15,1.05,1.05,1.04,3,3,20.5,19
212,87,1,0,1,0,1,0,0,0,1,0,0,15,NA,4.5,26,NA,0,NA,2,7,15,1.06,0.86,1.02,3,3,1,1,111092,NA,0,30,5,5.05,41,0.18,0,3,7,15,1,0.99,1.04,3,3,NA,20
213,88,1,0,1,1,0,0,0,0,0,0,3,35,3,4.25,NA,NA,1,75,3,7,15,1.06,0.87,0.91,5,5,2,1,121892,2,4,37,4,5.05,42,0.18,0,2,7,15,1.05,0.87,0.94,5,2,23.5,26.5
214,91,1,1,1,0,1,0,0,0,1,2,8,22,4,4.25,8,0.15,0,100,2,7,17,1.09,0.93,1.04,3,3,1,1,111792,1,0,30,4,5.05,26,0.18,0,1,7,17,1.11,1.05,1.05,3,3,23,19
215,92,1,1,1,0,1,0,0,0,1,0,4,18,4,4.25,13,0.75,0,100,2,7,15,1.09,0.95,1.03,3,3,1,1,111092,NA,14,6,3,5.05,NA,0.25,0,2,7,15,1.11,1.01,1.05,3,3,17,20
216,93,1,1,1,0,0,1,0,0,0,0,2.5,30,3,4.25,52,0.15,0,90,2,7,16,NA,NA,0.96,NA,NA,1,1,111092,NA,5,25,5,5.05,13,0.15,0,2,7,16,1.11,1.05,1.05,4,3,20.5,22.5
217,95,2,0,1,0,1,0,0,0,0,1,18,3,4,4.25,26,0.27,0,40,1,11,10,1.06,0.8,2.56,4,3,1,1,111292,NA,0,14,3,5.05,13,0.25,0,1,11,10,1.05,0.75,2.53,3,3,23.5,10
218,96,2,0,1,0,0,1,0,0,0,2,0,15,2,4.25,26,0.12,0,80,2,11.5,10,1.06,1.01,2.66,3,2,1,1,111892,3,0,15,5,5.05,26,0.15,0,2,11.5,10.5,1.05,0.94,2.59,4,0,9.5,12.5
219,97,2,0,1,0,1,0,0,0,0,2,0,12,4,4.25,13,0.25,1,58,2,11,10,1.02,0.75,2.56,3,2,1,1,111292,NA,2.5,11,3,5.05,13,0.3,0,2,11,10,1.05,0.8,2.54,3,2,10,11
220,98,2,0,1,0,1,0,0,0,1,0,0,20,4,4.25,13,0.4,0,80,3,11,10,1.06,0.8,2.56,3,3,1,1,111292,NA,3,13,3,5.05,13,0.45,0,1,11,10,1.05,0.9,2.53,3,3,14,12.5
221,99,3,1,1,0,1,0,0,0,1,0,60,40,5,4.75,26,0.15,0,50,2,0,24,1.23,NA,2.3,8,6,2,1,121892,6,30,50,4,5.05,15,0.25,1,2,0,24,1.22,1.17,2.32,5,2,85,59
222,101,3,0,1,0,1,0,0,0,1,3,4.5,15,3,4.75,26,0.15,0,80,2,7,15,1.2,1.18,1.06,6,4,1,1,111392,NA,10,12,3,5.05,26,0.15,0,2,7,15,1.15,1.1,1.05,8,3,15,19
223,102,3,0,1,1,0,0,0,0,0,2,12,13,3,4.4,52,0.2,0,15,2,7,16,1.06,0.91,1.07,6,4,1,1,111392,NA,0,27,2,5.05,52,0.25,0,2,7,15,1.07,1.01,1.05,5,5,21.5,15.5
224,104,4,0,1,0,1,0,0,0,1,0,40,20,3,4.62,4,0.32,1,50,2,10.5,11.5,0.95,0.84,0.94,2,2,1,1,111492,1,11,10,3,5.05,26,0.08,1,2,10.5,12.5,1,0.84,0.94,2,2,53,19
225,105,1,0,1,0,0,1,0,0,0,2,0,40,4,4.25,10,NA,0,50,2,6.5,16.5,0.96,1,1.03,4,2,1,1,111092,NA,0,45,4,5.05,13,0.25,0,2,6.5,16.5,1.05,0.99,1.16,4,3,24,26.5
226,106,1,0,1,0,0,1,0,0,0,0,0,35,3,4.25,26,0.27,0,65,3,7,16,1.06,0.95,0.95,2,1,1,1,111092,NA,2,25,3,5.05,26,0.2,0,0,7,16,1.05,0.95,0.95,2,2,20.5,17.5
227,107,1,1,1,0,0,1,0,0,0,0,6,11,3,4.25,8,0.32,0,40,1,8,14.5,1.17,0.95,0.95,3,3,2,1,123092,9,13.5,10,2,5.05,NA,NA,0,1,8,14,NA,1.01,1,4,2,14.5,20.5
228,108,1,0,1,0,0,1,0,0,0,2,13.5,15,4,4.25,26,0.37,1,6,1,7,17,1.27,1.01,1.06,3,3,1,1,111692,NA,11,24,5,5.05,26,0.15,0,1,7,17,1.37,1.02,1.05,3,3,25,28
229,111,3,0,1,0,0,1,0,0,0,0,17,14,3,4.25,2,0.42,0,55,3,7,16,1.17,1.06,1.01,5,5,1,1,111892,1,20,14.5,3,5.05,26,NA,0,2,7,16,1.16,1.16,1,5,4,27,30.25
230,114,1,0,1,0,1,0,0,0,0,2,0,35,5,4.75,26,0.57,1,50,2,7,16,1.07,0.95,0.95,3,NA,1,1,111792,1,20,40,4,5.25,26,0.25,0,2,6.5,16.5,1.11,0.94,0.94,3,3,22.5,44
231,115,1,0,1,0,1,0,0,0,0,0,20,25,4,4.75,4,0.3,0,25,1,7,17,1.06,0.95,1.06,4,3,1,1,111092,NA,6,15,4,5.05,NA,NA,NA,1,7,17,1.05,0.95,1.01,4,4,36.5,17.5
232,116,1,0,1,0,1,0,0,0,0,0,4,22.5,2,4.25,18,0.37,0,90,2,8.5,13,1.49,1.02,1.11,7,3,1,1,111092,NA,22,12,3,5.05,13,0.45,1,2,8.5,13,1.39,0.95,1.21,8,2,17.25,31
233,118,1,0,1,0,0,1,0,0,0,3,10,15,4,4.25,26,0.15,0,70,2,7,15,1.06,0.95,1.01,4,2,1,1,111692,NA,18,20,3,5.05,26,0.38,0,2,7,15,1.05,0.94,1,4,2,21.5,31
234,119,1,0,1,0,0,1,0,0,0,2,12,19,3,4.75,13,0.27,1,50,3,6.5,16.5,1.06,0.91,0.95,3,3,1,1,111692,1,18,13,4,5.05,26,NA,0,3,6.5,17.5,1.05,0.89,0.95,3,3,24.5,28.5
235,120,1,1,1,0,1,0,0,0,0,3,0,32,3,4.5,NA,NA,0,NA,2,7,16,1.13,0.98,1.04,3,2,1,1,111992,3,0,30,4,5.05,NA,NA,0,2,7,16,1.05,1.05,1.05,3,2,19,19
236,122,1,0,1,0,0,1,0,0,0,0,1,38,5,4.25,4,0.2,0,70,1,9,12.5,NA,1.12,1.12,5,3,1,1,111092,NA,10,50,6,5.05,26,0.1,0,1,9,12.5,1.15,0.94,1.15,6,4,25,41
237,124,1,0,1,0,1,0,0,0,0,1,8,10,3,4.25,13,0.25,0,14,2,8,15,1.06,0.91,1.04,2,2,1,1,111092,NA,21,6,4,5.05,13,0.5,1,3,7,15,1.16,0.94,1.12,2,2,16,28
238,125,2,0,1,0,1,0,0,0,0,0,15,0,4,4.5,26,0.25,0,100,1,10,12.5,0.91,0.85,2.34,3,2,1,1,111492,NA,0,15,2,5.05,52,0.4,0,1,10,12,1.01,1.01,2.49,4,3,19,9.5
239,130,3,1,1,0,1,0,0,0,0,2,7,25.5,3,4.5,19,0.3,0,15,2,5,18,1.12,1.07,1,4,3,2,1,122192,6,2,38,4,5.05,4,0.15,0,2,7,16,1.11,1.06,1.05,5,3,22.75,25
240,132,3,1,1,0,1,0,0,0,0,0,20,20,5,4.5,26,0.25,0,80,2,0,24,1.28,1.06,2.3,5,3,1,1,111692,NA,15,20,3,5.5,52,0.25,0,2,7,14,NA,NA,NA,2,2,35,28
241,133,3,1,1,0,1,0,0,0,0,0,6,16,2,4.75,26,NA,0,99,2,6,17,1.12,1.07,1.06,4,3,1,1,111392,NA,3,20,3,5.05,26,NA,0,2,7,15,1.11,1.06,2.11,5,3,16,16
242,134,3,0,1,0,1,0,0,0,0,2,5.5,25,3,4.62,NA,NA,0,42,2,6,16,1.09,NA,0.95,4,3,1,1,111392,NA,6,27.5,3,5.05,52,0.25,0,2,6,16,1.11,1.06,0.94,4,3,21,22.75
243,136,3,1,1,0,1,0,0,0,0,2,14.5,14.5,5,4.25,21,0.27,0,5,2,6,17,1.12,1.07,1.1,5,4,2,0,121692,3,NA,NA,NA,NA,NA,NA,NA,NA,7,16,NA,NA,NA,NA,NA,26.75,NA
244,137,3,1,1,0,0,1,0,0,0,3,15,25,3,4.25,26,0.15,0,50,2,6,16,1.12,1.06,1.02,6,4,1,1,111692,1,12,30,5,5.05,26,0.25,0,2,7,15,1.11,1.11,1.05,5,3,30.5,32
245,140,4,0,1,0,1,0,0,0,0,0,0,40,3,4.5,26,0.37,1,25,2,10.5,11.5,0.91,0.86,1.06,2,2,1,1,111492,NA,5,35,5,5.67,4,0.25,1,2,10.5,11.5,1,0.94,1.05,2,2,23,27.5
246,141,4,0,1,0,1,0,0,0,0,0,10,15,4,4.75,13,0.27,1,NA,2,10.5,12.5,1.02,0.91,1.06,2,2,1,1,111892,2,10,25,3,5.05,13,0.18,1,2,10.5,12.5,1.05,0.84,1.34,2,2,21.5,25.5
247,142,4,0,1,0,0,1,0,0,0,0,15,35,4,4.25,26,0.15,1,NA,2,10,11.5,1.06,0.95,1.06,2,2,1,1,111492,NA,40,31,5,5.05,26,0.18,0,2,10,11.5,1.01,0.89,1.26,2,2,36.5,60.5
248,146,1,0,1,0,0,1,0,0,0,3,8,20,5,4.8,26,0.25,1,NA,2,7,16,1.06,1,1.06,4,3,1,1,111092,NA,0,32,4.5,5.05,26,0.17,0,2,7,16,1.05,0.99,1.05,4,3,23,20.5
249,149,1,0,1,0,0,1,0,0,0,1,0,20,4,4.5,26,0.27,0,50,3,7,16,1.06,0.95,0.95,2,1,1,1,111092,NA,8,10,3,5.05,26,0.25,0,2,7,16,1.05,0.94,0.94,2,2,14,16
250,150,1,0,1,0,0,1,0,0,0,2,0,27.5,3.5,4.67,26,0.27,1,2,2,7,16,1.23,0.89,0.89,3,3,2,1,123192,8,12,20,3,5.75,28,0.58,0,2,7,15,1.11,0.88,0.88,3,2,17.25,25
251,156,1,0,1,0,0,1,0,0,0,0,8,15,3,4.87,6,0.25,0,0,1,7,15,1.06,0.95,1.02,8,3,1,1,111092,NA,2,18,2,5.05,NA,0.3,0,2,7,15,0.95,0.94,1.01,3,NA,18.5,13
252,158,2,0,1,0,0,1,0,0,0,1,2,7,3,4.5,4,0.12,0,55,1,11,10,0.92,0.7,2.34,3,3,1,1,111192,NA,3,4,4,5.05,13,0.25,0,1,11,11.5,0.95,0.94,2.49,3,2,8.5,9
253,159,2,0,1,0,0,1,0,0,0,8,6,12,2,4.5,4,0.12,0,22,1,10.5,10.5,0.98,0.85,2.34,3,3,1,1,111492,NA,10,5,4,5.25,13,0.25,0,1,10.5,11.5,0.95,0.84,2.49,4,3,14,16.5
254,162,3,1,1,0,0,1,0,0,0,2,0,40,3,4.75,26,0.17,0,45,2,6,16.5,1.12,1.02,1.06,NA,1,1,1,111292,NA,3,30,3,5.05,26,0.18,0,2,7,15.5,1.11,1.01,1.05,6,5,23,21
255,166,4,0,1,0,0,1,0,0,0,0,8,32,5,4.75,26,0.25,1,40,2,10.5,11.5,0.95,0.85,1.06,2,2,1,1,111392,1,0,35,4,5.05,26,0.18,0,2,10.5,12.5,1.11,0.84,1.26,2,2,29,21.5
256,168,1,0,1,0,0,1,0,0,0,0,5,20,4,4.25,4,0.25,1,50,1,7,15,1.06,0.95,0.95,3,3,1,1,111692,NA,0,32,4,5.25,10,0.18,0,1,6,16,1.11,0.95,1.14,3,1,19,20
257,171,1,1,1,0,0,1,0,0,1,0,2,32,3,4.25,8,0.25,0,NA,2,7,16,1.09,0.95,1.04,3,3,1,1,111092,NA,10,12.5,5,5.05,4,0.1,1,2,7,16,1.18,1.04,1.03,3,3,21,21.25
258,172,1,0,1,0,0,1,0,0,0,0,0,24,5,4.75,13,0.25,0,0.3,1,9,12.5,1.12,1.02,1.06,5,4,1,1,111692,2,7,23,3,5.05,8,0.18,0,1,9,13,1.11,1.01,1.05,6,3,17,21.5
259,173,1,0,1,0,0,1,0,0,0,3,6,40,10,4.85,26,0.15,0,50,2,6.5,17.5,1.06,0.95,0.98,4,3,1,1,111792,1,11,30,5,5.05,26,0.15,0,2,6,18,1.05,0.94,1.04,4,3,36,31
260,174,1,0,1,0,0,1,0,0,1,2,11,20,4,4.75,26,0.15,0,50,2,7,16,1.18,0.88,0.98,4,3,1,1,111092,NA,20,20,3,5.05,4,0.2,0,2,7,16,1.05,0.9,0.98,3,3,25,33
261,176,1,0,1,0,0,1,0,0,0,0,15,21,4,4.62,13,0.12,0,20,1,7,16,1.06,NA,1.05,4,4,1,1,111792,1,20,27.5,4,5.05,NA,NA,0,2,7,16,1.04,1.06,NA,NA,NA,29.5,37.75
262,178,2,1,1,0,0,1,0,0,1,0,13,12,3,4.25,52,0.2,1,96,1,11,10,0.91,0.85,2.34,3,2,1,1,111191,NA,1,10,3,5.05,26,0.25,1,1,11,10.5,1.01,0.94,2.64,3,2,22,9
263,179,2,0,1,0,0,1,0,0,0,2,2,12,3,4.25,13,0.25,1,90,1,10.5,10.5,0.91,0.91,2.34,3,3,1,1,111892,3,2,10,4,5.05,26,0.2,0,1,10.5,11,0.94,0.84,2.49,3,3,11,11
264,180,2,0,1,0,0,1,0,0,1,0,8,3,4,4.5,26,0.25,0,30,2,11,11,1.06,1.01,2.66,4,2,1,1,111192,NA,0,17.5,4,5.05,NA,NA,0,2,11,12,1.05,1.05,2.85,4,4,13.5,12.75
265,182,2,0,1,1,0,0,0,0,1,0,3,15,3,4.5,4,0.25,1,100,2,11,11,1.06,1.01,2.66,4,3,1,1,111192,NA,0,15,3,5.05,26,0.25,0,2,11.5,10,1.05,1,2.73,4,3,13.5,10.5
266,183,2,0,1,0,0,1,0,0,0,0,12,4,4,4.62,20,0.33,0,100,3,11,11,1.06,1.01,2.66,4,3,1,1,111892,4,15,10,2,5.05,13,0.25,0,2,11,10.5,1.05,1,2.75,4,3,18,22
267,185,2,0,1,0,1,0,0,0,1,0,2,9,3,4.5,13,0.2,0,100,2,11,10.5,1.06,1.01,2.66,4,4,1,1,111192,NA,2,6,3,5.05,26,0.25,1,1,11,10.5,1.05,1,2.75,3,3,9.5,8
268,186,3,0,1,0,0,1,0,0,0,3,10,20,4,4.75,26,0.15,1,50,2,6,16,1.12,1.02,0.95,5,3,1,1,111892,3,12,18,4,5.05,26,NA,0,2,6,16,1.17,1.06,0.95,5,3,24,25
269,189,3,0,1,0,0,1,0,0,0,0,4,15,3,4.75,39,0.2,0,95,2,7,15,1.12,1.07,1.12,4,2,1,1,111292,NA,0,19,3,5.05,52,0.2,0,2,7,15,1.11,1.06,1.05,5,3,14.5,12.5
270,192,4,0,1,0,0,1,0,0,0,2,20,10,4,4.87,26,0.17,1,10,2,10,12,0.91,0.85,1.06,2,2,1,1,111392,NA,4.5,30,3,5.25,19,0.18,0,2,10.5,12.5,1.05,0.84,1.26,2,2,29,22.5
271,193,4,0,1,0,0,1,0,0,1,3,1,13,3,4.5,13,0.12,1,NA,2,10,11,0.95,0.85,0.99,2,1,1,1,111792,2,4,9,3,5.05,26,0.13,1,2,9,13,1.01,0.9,1.26,2,1,10.5,11.5
272,195,4,0,1,0,0,1,0,0,1,3,0,30,3,4.25,26,NA,1,100,2,10.5,11.5,1.06,0.85,1.06,2,2,1,1,111892,2,8,25,3,5.05,26,0.15,0,2,10.5,12.5,0.94,0.84,2.11,2,2,18,23.5
273,198,1,0,1,0,0,1,0,0,0,0,NA,NA,4,4.25,4,0.12,1,65,3,7,16,1.06,0.95,0.95,3,3,1,1,111792,8,10,32,4,5.05,26,0.15,0,2,7,16,1.05,0.94,0.94,3,3,NA,30
274,199,2,0,1,0,0,1,0,0,0,0,0,12,3,4.35,NA,0.12,0,25,1,11,10,0.85,0.8,2.34,4,3,1,1,111192,NA,11,3,4,5.05,2,0.45,NA,1,11,10.5,0.91,0.9,2.45,4,3,9,16.5
275,200,1,0,1,0,0,1,0,0,0,0,0,60,3,4.25,9,0.2,1,15,2,6,18,1.06,0.91,0.98,4,3,1,1,111092,NA,5,40,4,5.05,52,0.25,0,2,6.5,17.5,1.05,0.94,0.98,5,4,33,29
276,201,1,0,1,0,0,1,0,0,0,0,0,33,3,4.5,26,0.35,0,65,2,7,17,1.06,1.02,0.95,3,3,1,1,111092,NA,16,22,3,5.05,26,0.28,1,1,7,17,1.05,0.95,0.95,3,3,19.5,30
277,202,1,0,1,0,0,1,0,0,0,2,30,14,4,4.25,4,0.37,1,15,2,6,19,1.17,0.95,0.63,3,3,1,1,111692,NA,13,11,4,5.05,4,0.08,0,3,6,19,1.15,0.95,0.64,3,3,41,22.5
278,203,1,0,1,0,0,1,0,0,0,2,9,12,2,4.25,26,0.15,0,50,2,7,17,1.06,0.95,0.95,3,3,1,1,111092,NA,4,34,3,5.05,26,0.18,0,0,7,17,1.05,0.95,0.95,3,2,17,24
279,204,1,0,1,0,0,1,0,0,0,0,10,8.5,4,4.25,13,0.27,0,31,2,6.5,17.5,1.06,1,1.06,3,3,1,1,111092,NA,12,13.5,3,5.05,13,0.25,0,2,6.5,17.5,1.05,0.99,1.05,3,2,18.25,21.75
280,207,2,1,1,0,0,1,0,0,0,0,8,10,4,4.75,8,0.25,0,25,1,11,12,1.06,0.85,2.34,4,2,1,1,111192,NA,8.5,6,2,5.2,52,0.5,1,1,11,12,1.05,0.84,2.32,5,3,17,13.5
281,208,3,1,1,0,0,1,0,0,0,1,12,32,4,4.62,26,0.15,0,95,2,6,17,1.19,0.94,0.85,4,4,1,1,111792,2,5,32,3,5.05,26,NA,0,2,8,14,1.06,1.06,1.05,5,5,32,24
282,209,3,1,1,0,0,1,0,0,0,0,4,36,4,4.25,26,0.12,0,75,2,6,18,1.17,0.95,0.95,5,5,1,1,111192,NA,6,37,4,5.05,26,0.2,0,2,7,16,1.11,1.06,1.05,5,5,26,28.5
283,210,4,1,1,0,0,1,0,0,0,3,0,19,2,4.5,13,0.17,1,90,2,10.5,11.5,1.06,0.95,0.95,4,2,1,1,111392,NA,0,14,3,5.05,13,0.2,0,2,10,11,NA,NA,NA,4,NA,11.5,10
284,211,1,0,1,1,0,0,0,0,0,2,3,28,4,4.5,13,NA,0,80,2,7,15,1.02,0.95,0.95,3,3,1,1,111692,NA,2,35,4,5.05,4,NA,0,2,7,15,NA,0.9,NA,3,2,21,23.5
285,212,1,0,1,1,0,0,0,0,0,0,11,17.5,3,4.5,13,0.17,0,95,1,7,16,1.06,0.88,0.84,3,2,1,1,111092,NA,20,15,3,5.05,4,0.53,1,2,7,16,1.05,0.94,0.89,2,2,22.75,30.5
286,213,1,1,1,1,0,0,0,0,0,1,4.5,20,4,4.55,4,0.15,0,50,2,6.5,17.5,0.96,0.93,0.93,4,3,2,1,121892,2,12,17.5,4,5.05,19,0.15,1,2,6.5,17.5,1.05,0.94,0.94,4,3,18.5,24.75
287,214,1,0,1,1,0,0,0,0,0,0,2,30,3,4.62,6.5,0.25,0,75,2,7,16,1.02,0.89,0.91,2,2,1,1,111892,1,0,35,5,5.05,NA,NA,0,2,6.75,16.25,1.04,0.93,0.96,3,2,20,22.5
288,215,1,0,1,1,0,0,0,0,0,0,10,10,3,4.5,13,0.2,0,100,2,7,16,1.06,0.89,0.91,3,3,1,1,111092,NA,20,10,3,5.05,26,0.15,0,3,7,16,0.93,0.84,0.93,3,3,18,28
289,216,2,0,1,1,0,0,0,0,0,0,2,11,3,4.25,13,0.15,0,100,1,11,10.5,1.06,0.95,2.77,4,3,1,1,111192,NA,2,18,3,5.05,13,0.2,0,2,11,10.5,1.05,0.94,2.75,5,3,10.5,14
290,217,2,1,1,1,0,0,0,0,0,0,2,13,2,4.25,13,0.17,0,73,1,11,10,0.95,0.74,2.19,4,3,1,1,111192,NA,0,12,3,5.05,26,0.2,0,1,10.5,10.5,0.94,0.73,2.32,4,4,10.5,9
291,218,2,1,1,1,0,0,0,0,0,0,7,4,2,4.35,26,0.25,0,5,1,11,10,0.85,0.74,2.34,3,2,1,1,111192,NA,5,3,3,5.05,26,0.25,0,1,11,11,0.95,0.73,2.19,3,3,11,9.5
292,219,2,1,1,1,0,0,0,0,0,0,3,9,3,4.25,19,0.12,0,50,2,11,10,0.91,0.74,2.34,4,3,1,1,111192,NA,9,9,2,5.05,26,0.18,0,1,10.5,10.5,0.94,0.73,2.53,NA,NA,10.5,15.5
293,220,2,0,1,1,0,0,0,0,0,4,3,15,2,4.25,13,0.25,0,50,2,11,10,1.06,0.95,2.77,5,3,1,1,111492,1,3,12,3,5.05,13,0.13,0,1,11,10,1.09,0.9,2.75,4,3,12.5,12
294,221,2,0,1,1,0,0,0,0,0,0,1,28,3,4.6,13,0.25,0,95,1,11,11,1.02,0.95,2.56,4,3,1,1,111192,NA,1,15,3,5.05,13,0.15,0,1,11,11,1.05,0.94,2.53,4,3,18,11.5
295,222,3,1,1,1,0,0,0,0,0,3,2,24,3,4.25,13,0.25,0,75,2,9,12.5,1.12,0.85,1.06,3,1,1,1,111192,NA,2,15,3,5.05,26,0.2,0,2,10,11.5,1.01,1.01,0.89,3,1,17,12.5
296,223,3,1,1,1,0,0,0,0,0,2,3,18,3,4.75,13,0.25,0,30,2,6,16,NA,NA,NA,3,2,2,1,121892,2,3,20,3,5.05,28,0.25,0,2,7,15,1.01,1.01,0.94,3,2,15,16
297,225,3,1,1,1,0,0,0,0,0,0,3,27,3,4.75,13,0.2,0,25,2,6,17,1.06,0.91,0.91,6,3,1,1,111192,NA,12,25,4,5.05,4,0.1,0,2,6,17,1.01,1.01,0.94,5,3,19.5,28.5
298,226,4,0,1,1,0,0,0,0,0,0,0,22,2,4.25,13,0.25,0,60,1,10.5,11.5,0.95,0.71,0.95,2,2,1,1,111792,1,0,26,2,5.3,52,0.15,0,1,10.5,10.5,1,0.85,0.94,2,2,13,15
299,228,4,0,1,1,0,0,0,0,0,0,3,28.5,3,4.5,13,0.2,1,20,3,10.5,12.5,0.95,0.86,0.95,2,2,1,1,111392,NA,11,19,3,5.05,NA,NA,0,1,10.5,12.5,1,0.84,0.89,2,NA,20.25,23.5
300,229,1,0,1,0,0,1,0,0,0,2,3,40,3,4.5,26,0.1,0,30,2,8.5,13.5,0.95,0.95,1.06,5,4,1,1,111692,NA,22,11,3,5.5,26,0.15,1,2,8.5,13.5,1.01,0.94,0.94,4,3,26,30.5
301,230,1,0,1,0,0,1,0,0,0,0,0,25,3,4.25,26,0.1,0,60,1,7,17,1.02,0.95,0.95,3,2,1,1,111692,NA,15,17,3,5.05,26,0.18,0,1,7,17,1.05,0.94,0.94,3,2,15.5,26.5
302,232,1,0,1,0,0,1,0,0,0,3,18,6,3,4.75,26,0.12,1,46,3,7,16,1.06,0.95,0.95,3,3,1,1,111892,3,18,10,4,5.05,13,0.25,0,2,7,15,1.05,0.95,0.95,3,2,24,27
303,233,1,0,1,0,0,1,0,0,0,0,19,7,3,4.65,13,0.32,0,10,2,7,16,1.17,0.95,0.95,2,2,1,1,111092,NA,15,7,3,5.05,26,0.25,0,2,7,16,1.05,0.94,0.94,2,2,25.5,21.5
304,235,1,0,1,0,0,1,0,0,0,2,5,17,1,4.25,26,0.21,0,100,2,7,16,1.02,0.95,1.04,3,2,2,1,121592,4,NA,28,3,5.05,28,0.5,1,2,8,15,1.11,1.11,1.03,4,2,14.5,NA
305,237,1,0,1,0,0,1,0,0,0,2,12,11,4,4.25,13,0.25,0,50,2,7,16,1.11,0.95,1.01,2,2,1,1,110992,NA,9,17,4,5.05,4,0.2,0,2,7,15.5,0.94,0.94,1,2,2,21.5,21.5
306,238,2,1,1,0,0,1,0,0,0,2,0,22,3,4.75,9,0.12,0,100,1,11,12,1.06,1.02,2.34,5,3,1,1,111192,NA,25,15,5,5.05,13,0.25,1,1,11,12,1.05,1.05,2.32,5,3,14,37.5
